(matchnum, 1), (teamnum, 3615), (autodisabled, 0), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 1), (startposition, 0), (misses, 0), (driverrating, 0), (manueverrating, 0), (defensiverating, 0), (offensiverating, 0), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
(matchnum, 74), (teamnum, 2551), (autodisabled, 1), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 1), (misses, 0), (driverrating, 4), (manueverrating, 8), (defensiverating, 1), (offensiverating, 8), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
(matchnum, 75), (teamnum, 3250), (autodisabled, 0), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 2), (misses, 0), (driverrating, 4), (manueverrating, 4), (defensiverating, 1), (offensiverating, 8), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, -1), (redcard, 0), 
(matchnum, 76), (teamnum, 2073), (autodisabled, 0), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 1), (misses, 3), (driverrating, 128), (manueverrating, 64), (defensiverating, 1), (offensiverating, 128), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 3), (penalty, 0), (bridge, 2), (redcard, 0), 
(matchnum, 77), (teamnum, 3669), (autodisabled, 0), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 2), (active, 0), (startposition, 2), (misses, 0), (driverrating, 16), (manueverrating, 16), (defensiverating, 2), (offensiverating, 4), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 5), (redcard, 0), 
(matchnum, 78), (teamnum, 692), (autodisabled, 1), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 1), (misses, 0), (driverrating, 64), (manueverrating, 64), (defensiverating, 2), (offensiverating, 64), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
(matchnum, 79), (teamnum, 3189), (autodisabled, 0), (kinect, 1), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 2), (misses, 0), (driverrating, 32), (manueverrating, 16), (defensiverating, 64), (offensiverating, 4), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
(matchnum, 80), (teamnum, 1351), (autodisabled, 0), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 2), (active, 0), (startposition, 2), (misses, 1), (driverrating, 16), (manueverrating, 32), (defensiverating, 1), (offensiverating, 1), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
(matchnum, 81), (teamnum, 2141), (autodisabled, 0), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 1), (misses, 0), (driverrating, 4), (manueverrating, 2), (defensiverating, 1), (offensiverating, 1), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
(matchnum, 82), (teamnum, 2551), (autodisabled, 1), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 1), (misses, 3), (driverrating, 16), (manueverrating, 4), (defensiverating, 1), (offensiverating, 64), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
(matchnum, 83), (teamnum, 3250), (autodisabled, 0), (kinect, 0), (autoscorebot, 0), (autoscoremid, 0), (autoscoretop, 0), (active, 0), (startposition, 1), (misses, 0), (driverrating, 1), (manueverrating, 1), (defensiverating, 1), (offensiverating, 1), (range, 1), (robottype, 1), (telescorebot, 0), (telescoremid, 0), (telescoretop, 0), (penalty, 0), (bridge, 1), (redcard, 0), 
